,id,weight,height,date,arrays
162,455,49.10796725610159,170.15372802898133,2022-07-13,"[range(0, 100)]"
163,863,101.388123737326,193.1778683976348,2022-07-14,"[range(0, 100)]"
164,325,93.34603917717777,147.44502100201555,2022-07-15,"[range(0, 100)]"
165,269,78.9596500441467,158.0914568240803,2022-07-16,"[range(0, 100)]"
166,364,56.673421136295644,176.8853779344399,2022-07-17,"[range(0, 100)]"
167,329,66.53431405334167,149.72949042119077,2022-07-18,"[range(0, 100)]"
168,646,60.544990767776255,152.27233259865326,2022-07-19,"[range(0, 100)]"
169,926,57.28878564631455,153.61936920606036,2022-07-20,"[range(0, 100)]"
170,748,59.48895921989629,170.8325433543925,2022-07-21,"[range(0, 100)]"
171,505,97.74606580114312,142.1850414346451,2022-07-22,"[range(0, 100)]"
172,968,33.589207757031375,194.2332378376531,2022-07-23,"[range(0, 100)]"
173,723,78.98187387415807,177.1624048420321,2022-07-24,"[range(0, 100)]"
174,869,61.12996476930849,174.56044795597305,2022-07-25,"[range(0, 100)]"
175,535,79.33418252701031,188.2733031685813,2022-07-26,"[range(0, 100)]"
176,315,92.8901007334143,171.6220917692419,2022-07-27,"[range(0, 100)]"
177,431,78.92715604443079,160.27347031673642,2022-07-28,"[range(0, 100)]"
178,467,84.52460853513641,168.15192487059684,2022-07-29,"[range(0, 100)]"
179,676,88.26098011048344,185.0511829121657,2022-07-30,"[range(0, 100)]"
180,791,58.53116605468792,174.2993689778456,2022-07-31,"[range(0, 100)]"
181,817,108.25803236606527,153.52747593294058,2022-08-01,"[range(0, 100)]"
182,893,69.06862949504068,162.43762184517217,2022-08-02,"[range(0, 100)]"
183,538,55.89648822592755,142.27434819307493,2022-08-03,"[range(0, 100)]"
184,461,20.657848346183243,165.40449924198145,2022-08-04,"[range(0, 100)]"
185,477,91.37235109360294,168.4124581374936,2022-08-05,"[range(0, 100)]"
186,631,76.5125472196016,187.99276908374608,2022-08-06,"[range(0, 100)]"
187,115,66.90451953724697,154.4140652578312,2022-08-07,"[range(0, 100)]"
188,265,69.89291865690788,150.2893999317283,2022-08-08,"[range(0, 100)]"
189,950,82.14765475665367,146.33574922556363,2022-08-09,"[range(0, 100)]"
190,570,72.43670251848185,184.54772084141172,2022-08-10,"[range(0, 100)]"
191,804,35.18356650614039,147.10182494436282,2022-08-11,"[range(0, 100)]"
192,943,70.32340561376007,172.91030390188175,2022-08-12,"[range(0, 100)]"
193,967,99.92327339051741,178.34602284413438,2022-08-13,"[range(0, 100)]"
194,356,60.38621548781686,145.30787625092404,2022-08-14,"[range(0, 100)]"
195,583,67.32498983575535,188.4773377057266,2022-08-15,"[range(0, 100)]"
196,764,99.90026539419453,155.4352447324215,2022-08-16,"[range(0, 100)]"
197,308,61.95191996104004,176.7157694302632,2022-08-17,"[range(0, 100)]"
198,127,43.76882153864524,163.9002413907195,2022-08-18,"[range(0, 100)]"
199,536,49.63120275386855,170.09710713381878,2022-08-19,"[range(0, 100)]"
200,805,56.652766470188666,143.37686884076788,2022-08-20,"[range(0, 100)]"
201,357,47.879764848382024,179.5640765117058,2022-08-21,"[range(0, 100)]"
202,481,58.55116861963055,169.36022631050542,2022-08-22,"[range(0, 100)]"
203,763,100.76971907094409,167.48193587754906,2022-08-23,"[range(0, 100)]"
204,484,79.67234023790306,178.15297097600833,2022-08-24,"[range(0, 100)]"
205,699,75.14398170411052,190.44345871601593,2022-08-25,"[range(0, 100)]"
206,977,65.99161756895543,166.90719959154464,2022-08-26,"[range(0, 100)]"
207,313,63.707272589882145,151.11537480488724,2022-08-27,"[range(0, 100)]"
208,252,43.10339200436092,187.35624500367032,2022-08-28,"[range(0, 100)]"
209,722,52.82944753961949,188.53203554995363,2022-08-29,"[range(0, 100)]"
210,678,74.81451595965841,159.63753561868666,2022-08-30,"[range(0, 100)]"
211,153,69.60897696500967,185.58194980308411,2022-08-31,"[range(0, 100)]"
212,247,58.97856896611307,153.16959443576317,2022-09-01,"[range(0, 100)]"
213,820,106.184708975214,157.0034948148303,2022-09-02,"[range(0, 100)]"
214,294,71.31286909839993,151.69101702127162,2022-09-03,"[range(0, 100)]"
215,102,66.41514423433448,173.71737160546627,2022-09-04,"[range(0, 100)]"
216,261,76.27803408048422,146.133661758418,2022-09-05,"[range(0, 100)]"
217,296,90.2205758104599,182.04163727061098,2022-09-06,"[range(0, 100)]"
218,314,54.20852711516062,165.64477424878078,2022-09-07,"[range(0, 100)]"
219,934,72.83683934666333,183.90401269961595,2022-09-08,"[range(0, 100)]"
220,291,91.49689733753527,163.1109563876818,2022-09-09,"[range(0, 100)]"
221,805,74.87363083173835,157.42764767696823,2022-09-10,"[range(0, 100)]"
222,699,61.84145827225997,177.3710738827712,2022-09-11,"[range(0, 100)]"
223,183,88.68178373641481,162.5230038690786,2022-09-12,"[range(0, 100)]"
224,277,95.8764066782424,163.01660771071315,2022-09-13,"[range(0, 100)]"
225,185,56.49695985130221,165.4154776659957,2022-09-14,"[range(0, 100)]"
226,879,34.989483901183,140.16109012035915,2022-09-15,"[range(0, 100)]"
227,538,73.05308403939932,166.55553219764448,2022-09-16,"[range(0, 100)]"
228,222,52.041490311666095,199.3667725329839,2022-09-17,"[range(0, 100)]"
229,184,32.130219776021455,194.80083871068985,2022-09-18,"[range(0, 100)]"
230,896,68.98837317991503,176.22456780061677,2022-09-19,"[range(0, 100)]"
231,947,48.663123791640814,157.1493254674901,2022-09-20,"[range(0, 100)]"
232,798,65.60177572732299,199.89223396486324,2022-09-21,"[range(0, 100)]"
233,909,44.83093181527182,166.28872346453198,2022-09-22,"[range(0, 100)]"
234,986,72.6781890985539,176.3245997464194,2022-09-23,"[range(0, 100)]"
235,754,75.45614951047664,139.28835574075367,2022-09-24,"[range(0, 100)]"
236,897,78.13221706839816,182.76727602641122,2022-09-25,"[range(0, 100)]"
237,161,64.75915272834088,185.32048405173413,2022-09-26,"[range(0, 100)]"
238,363,71.9812017534355,173.57427556751134,2022-09-27,"[range(0, 100)]"
239,799,111.0068678390231,162.3768591159355,2022-09-28,"[range(0, 100)]"
240,543,53.88778078568467,183.80891229064852,2022-09-29,"[range(0, 100)]"
241,935,77.5798924435198,171.44498449563298,2022-09-30,"[range(0, 100)]"
242,211,71.13278948060415,168.26294728142378,2022-10-01,"[range(0, 100)]"
243,753,102.01198350487124,156.5040407038847,2022-10-02,"[range(0, 100)]"
244,302,103.37340306830076,168.6789522235374,2022-10-03,"[range(0, 100)]"
245,156,63.38113536918643,193.3919979786036,2022-10-04,"[range(0, 100)]"
246,584,85.52566389445929,168.9383698505287,2022-10-05,"[range(0, 100)]"
247,804,73.10821726507072,184.2756723555752,2022-10-06,"[range(0, 100)]"
248,371,50.263927147968516,156.14940343124456,2022-10-07,"[range(0, 100)]"
249,991,59.01701136192354,167.42427230492555,2022-10-08,"[range(0, 100)]"
250,296,59.721534582814954,171.4744201783205,2022-10-09,"[range(0, 100)]"
251,152,78.21528739069993,160.24922996941012,2022-10-10,"[range(0, 100)]"
252,626,86.68868573702382,150.19425447903546,2022-10-11,"[range(0, 100)]"
253,637,92.26264788369345,163.15598800125227,2022-10-12,"[range(0, 100)]"
254,653,76.1936922859908,182.58799241098362,2022-10-13,"[range(0, 100)]"
255,922,112.51502426157893,160.00313137396816,2022-10-14,"[range(0, 100)]"
256,392,66.93047574998202,175.73219460694187,2022-10-15,"[range(0, 100)]"
257,453,67.58490425171085,169.47125768615481,2022-10-16,"[range(0, 100)]"
258,279,65.3008948237126,168.86831282475544,2022-10-17,"[range(0, 100)]"
259,307,92.501169627098,180.3398855900909,2022-10-18,"[range(0, 100)]"
260,194,75.29123900871959,185.6469593902989,2022-10-19,"[range(0, 100)]"
261,719,50.22319153987439,171.6736824619223,2022-10-20,"[range(0, 100)]"
262,336,36.26688918139946,170.83947295529367,2022-10-21,"[range(0, 100)]"
263,323,72.38817424245528,158.1766961499657,2022-10-22,"[range(0, 100)]"
264,249,63.57081081543675,176.0387958121097,2022-10-23,"[range(0, 100)]"
265,725,70.98268748307903,176.74211055288208,2022-10-24,"[range(0, 100)]"
266,587,77.22994263563251,181.90887741308242,2022-10-25,"[range(0, 100)]"
267,131,62.86613574607053,183.55207174421363,2022-10-26,"[range(0, 100)]"
268,558,98.85372760136846,146.76968521177295,2022-10-27,"[range(0, 100)]"
269,116,71.16759922077692,164.65535444546978,2022-10-28,"[range(0, 100)]"
270,639,56.768913369677385,184.70859131489476,2022-10-29,"[range(0, 100)]"
271,374,103.47771397949984,163.014410915474,2022-10-30,"[range(0, 100)]"
272,748,61.33236781735454,199.78641722402025,2022-10-31,"[range(0, 100)]"
273,283,56.098440039837165,149.88490001300238,2022-11-01,"[range(0, 100)]"
274,816,42.386740055380145,156.55760908827511,2022-11-02,"[range(0, 100)]"
275,494,69.02075846499201,166.21817132479038,2022-11-03,"[range(0, 100)]"
276,513,49.53944272112602,180.08757368213537,2022-11-04,"[range(0, 100)]"
277,265,24.06437126258566,159.8555359293335,2022-11-05,"[range(0, 100)]"
278,486,46.8955561511141,170.13023946732818,2022-11-06,"[range(0, 100)]"
279,446,58.008203332605106,186.41594021163505,2022-11-07,"[range(0, 100)]"
280,254,64.61034906750515,140.63396120234307,2022-11-08,"[range(0, 100)]"
281,226,42.1520210011614,172.39025466185225,2022-11-09,"[range(0, 100)]"
282,453,111.82302448743837,155.75419228347704,2022-11-10,"[range(0, 100)]"
283,781,35.565707667410386,203.95360417684228,2022-11-11,"[range(0, 100)]"
284,471,88.4163816353043,173.03747946971637,2022-11-12,"[range(0, 100)]"
285,714,83.98612307561832,165.52127440320237,2022-11-13,"[range(0, 100)]"
286,774,42.24713770574785,150.77299776328363,2022-11-14,"[range(0, 100)]"
287,754,62.79729392271954,169.47065859588318,2022-11-15,"[range(0, 100)]"
288,649,97.90332713976508,184.37243460548126,2022-11-16,"[range(0, 100)]"
289,920,64.78412537670957,183.7318835341222,2022-11-17,"[range(0, 100)]"
290,940,83.9164894441643,171.2422313923561,2022-11-18,"[range(0, 100)]"
291,733,95.9338582781483,184.07621482343598,2022-11-19,"[range(0, 100)]"
292,650,57.535680654581526,184.46766307890024,2022-11-20,"[range(0, 100)]"
293,265,102.5028282510892,155.3549968795874,2022-11-21,"[range(0, 100)]"
294,359,42.9228696139287,194.82940948918022,2022-11-22,"[range(0, 100)]"
295,749,56.22057290359279,167.7988366727294,2022-11-23,"[range(0, 100)]"
296,243,66.14669074870915,167.80383298262018,2022-11-24,"[range(0, 100)]"
297,358,56.53735408087876,177.41282994797706,2022-11-25,"[range(0, 100)]"
298,860,68.4336750710563,152.30843198689405,2022-11-26,"[range(0, 100)]"
299,842,138.20615929687082,177.04170665189488,2022-11-27,"[range(0, 100)]"
300,345,60.18653305787947,129.37505047567944,2022-11-28,"[range(0, 100)]"
301,301,24.87334074757009,170.23761683546056,2022-11-29,"[range(0, 100)]"
302,689,59.24135057076678,168.71210538657263,2022-11-30,"[range(0, 100)]"
303,191,68.49355360542471,157.77499748650317,2022-12-01,"[range(0, 100)]"
304,867,36.30889266347255,178.54513009739884,2022-12-02,"[range(0, 100)]"
305,253,50.470631972883396,175.67036252606184,2022-12-03,"[range(0, 100)]"
306,253,37.704495838780105,146.5793956724158,2022-12-04,"[range(0, 100)]"
307,444,63.82156100992143,169.55571647094428,2022-12-05,"[range(0, 100)]"
308,502,74.4927018622166,159.6725274540847,2022-12-06,"[range(0, 100)]"
309,139,105.22387165478767,174.34067697236983,2022-12-07,"[range(0, 100)]"
310,223,43.88995482596301,173.4540396241725,2022-12-08,"[range(0, 100)]"
311,994,86.57477774641595,177.30248072440813,2022-12-09,"[range(0, 100)]"
312,665,70.9077892619067,180.86777828068867,2022-12-10,"[range(0, 100)]"
313,628,74.32995193960402,161.7021381858712,2022-12-11,"[range(0, 100)]"
314,859,50.731933634361795,171.81090532656728,2022-12-12,"[range(0, 100)]"
315,387,63.784421110127546,166.64298462961557,2022-12-13,"[range(0, 100)]"
316,386,48.90099187872869,206.40777068437794,2022-12-14,"[range(0, 100)]"
317,530,78.49116951665759,136.2530521765729,2022-12-15,"[range(0, 100)]"
318,140,78.35994812262324,183.4137756188274,2022-12-16,"[range(0, 100)]"
319,873,104.4976863967521,169.1902876777118,2022-12-17,"[range(0, 100)]"
320,343,79.82877196774851,179.13714084197161,2022-12-18,"[range(0, 100)]"
321,873,87.56109123691319,162.08163589397543,2022-12-19,"[range(0, 100)]"
322,846,77.71659427458252,161.23945632559997,2022-12-20,"[range(0, 100)]"
323,821,66.3044931699849,170.04014257974774,2022-12-21,"[range(0, 100)]"
324,474,62.578329474458116,167.85250374714312,2022-12-22,"[range(0, 100)]"
325,619,50.614914038691296,163.0040619350976,2022-12-23,"[range(0, 100)]"
326,474,53.413828515955856,213.06485595174297,2022-12-24,"[range(0, 100)]"
327,668,51.76165195253924,140.25710427391232,2022-12-25,"[range(0, 100)]"
328,677,92.77256111239298,183.0045276088305,2022-12-26,"[range(0, 100)]"
329,340,81.41871471285184,160.82817766266737,2022-12-27,"[range(0, 100)]"
330,777,55.39400657723494,155.16059747455125,2022-12-28,"[range(0, 100)]"
331,790,89.22002368287463,154.10402532071433,2022-12-29,"[range(0, 100)]"
332,119,77.76568722978904,158.7936019504677,2022-12-30,"[range(0, 100)]"
333,418,64.05790307999226,140.82563330816515,2022-12-31,"[range(0, 100)]"
334,369,107.45631092638314,162.76278624496092,2023-01-01,"[range(0, 100)]"
335,782,49.742751630708284,176.07268810396172,2023-01-02,"[range(0, 100)]"
336,704,71.41279364262884,187.40896701249721,2023-01-03,"[range(0, 100)]"
337,613,67.52770798562598,171.81607004833586,2023-01-04,"[range(0, 100)]"
338,610,77.87177227531723,151.65837275611352,2023-01-05,"[range(0, 100)]"
339,812,72.59239032025569,162.5979964205934,2023-01-06,"[range(0, 100)]"
340,376,92.05641068548832,171.52040365742718,2023-01-07,"[range(0, 100)]"
341,143,87.11723613467586,144.1835087702819,2023-01-08,"[range(0, 100)]"
342,893,41.73640379113172,154.5144824826419,2023-01-09,"[range(0, 100)]"
343,601,49.996735398058064,157.26286692349444,2023-01-10,"[range(0, 100)]"
344,701,96.55877433806019,145.79154548081124,2023-01-11,"[range(0, 100)]"
345,702,98.67407776053862,164.75746573743413,2023-01-12,"[range(0, 100)]"
346,832,82.28865341236508,193.06480699929884,2023-01-13,"[range(0, 100)]"
347,343,47.84731814669292,161.86163690899795,2023-01-14,"[range(0, 100)]"
348,479,67.60145982568581,189.39287266990328,2023-01-15,"[range(0, 100)]"
349,708,72.78609691287859,180.64541759832247,2023-01-16,"[range(0, 100)]"
350,985,58.766824546223674,179.01693190891555,2023-01-17,"[range(0, 100)]"
351,163,56.41391518242736,189.96685404844624,2023-01-18,"[range(0, 100)]"
352,766,70.60468391200718,174.3142335382317,2023-01-19,"[range(0, 100)]"
353,292,39.32464476977434,177.08632629776722,2023-01-20,"[range(0, 100)]"
354,233,51.773714049512265,142.67221472079703,2023-01-21,"[range(0, 100)]"
355,348,54.32109633859146,165.4525708497524,2023-01-22,"[range(0, 100)]"
356,901,77.61139569722215,175.61834643187473,2023-01-23,"[range(0, 100)]"
357,680,48.00094760456143,177.12527571391712,2023-01-24,"[range(0, 100)]"
